species_id,Domain,Phylum,Class,Order,Family,Genus,Species
OTU-15498,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__Kaiserbacteraceae,g__C7867-001,s__C7867-001 sp1
OTU-14401,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__40CM-2-70-7,s__40CM-2-70-7 sp1
OTU-16592,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,,,
OTU-17735,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__HIMB11,
OTU-20062,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Thioalkalivibrionaceae,g__Thioalkalivibrio,s__Thioalkalivibrio versutus
OTU-00291,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum islandicum
OTU-17346,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__
OTU-14209,d__Bacteria,p__Firmicutes,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,,
OTU-04773,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_B,s__Bacteroides_B dorei
OTU-17101,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aurantimonas,s__Aurantimonas manganoxydans
OTU-08497,d__Bacteria,p__Desulfobacteraeota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,,
OTU-00304,d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,,
OTU-01152,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIB,g__UBA91,
OTU-08627,d__Bacteria,p__Desulfobacteraeota,c__Thermodesulfobacteria,o__Thermodesulfobacteriales,f__Thermodesulfobacteriaceae,g__Thermodesulfobacterium,s__Thermodesulfobacterium geofontis
OTU-03069,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Geodermatophilaceae,g__Geodermatophilus_A,s__
OTU-10952,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Gemellaceae,g__Gemella,
OTU-08278,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_A,f__Cyanobiaceae,g__Synechococcus_C,s__
OTU-05456,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,
OTU-04024,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Nocardiopsis_B,s__Nocardiopsis_B trehalosi
OTU-17089,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Aminobacter,s__Aminobacter aminovorans
OTU-21167,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__
OTU-18713,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidiferrobacterales,f__Acidiferrobacteraceae,g__RBG-16-60-9,
OTU-19373,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Polynucleobacter,
OTU-12659,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__CAG-272,,
OTU-01725,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Beutenbergiaceae,g__73-15,
OTU-05299,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__UBA7173,s__
OTU-05886,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UBA1935,s__
OTU-06018,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Fabibacter,s__Fabibacter misakiensis
OTU-21710,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Marinomonadaceae,g__Marinomonas,s__Marinomonas spartinae
OTU-13272,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,
OTU-08605,d__Bacteria,p__Desulfobacteraeota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Delta-01,s__
OTU-09175,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Acholeplasma,s__Acholeplasma laidlawii
OTU-12426,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__NK4A144,s__NK4A144 sp1
OTU-22085,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_D,s__Pseudomonas_D pachastrellae
OTU-11325,d__Bacteria,p__Firmicutes,c__Clostridia,,,,
OTU-17295,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Pararhizobium,s__Pararhizobium sp1
OTU-09339,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__
OTU-10666,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Spiroplasma_A,s__Spiroplasma_A litorale
OTU-20910,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,
OTU-11787,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__CAG-274,,
OTU-19021,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Comamonas_D,s__Comamonas_D granuli
OTU-05737,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__vadinHA17,g__LD21,
OTU-03367,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Jiangellales,f__Jiangellaceae,,
OTU-22550,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__SAR86A,
OTU-08781,d__Bacteria,p__Desulfuromonadaeota,c__Desulfuromonadia,o__Geobacterales,f__Geobacteraceae,g__Geobacter_A,s__
OTU-20701,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Xenorhabdus,
OTU-23371,d__Bacteria,p__Verrucomicrobia,,,,,
OTU-18253,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__Rickettsia prowazekii
OTU-05911,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9,
OTU-00491,d__Archaea,p__Halobacteraeota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus saccharolyticus
OTU-19445,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Rhodoferax,
OTU-03662,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__
OTU-06338,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,
OTU-19764,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Neisseriaceae,g__Simonsiella,s__Simonsiella muelleri
OTU-11831,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
OTU-01883,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Promicromonospora,
OTU-04772,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_B,
OTU-19890,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Sulfuritalea,
OTU-22866,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__Lysobacter gummosus
OTU-03840,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces megasporus
OTU-05990,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Chryseolinea,
OTU-23578,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__IMCC26134,s__
OTU-11694,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_F,
OTU-12494,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_B,
OTU-06523,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
OTU-17347,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__
OTU-21117,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Francisellales,f__Francisellaceae,g__Francisella,s__Francisella noatunensis
OTU-19164,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Leptothrix,
OTU-21995,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__OM182,
OTU-00380,d__Archaea,p__Euryarchaeota,c__Methanopyri,o__Methanopyrales,f__Methanopyraceae,g__Methanopyrus,s__Methanopyrus kandleri
OTU-12258,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__
OTU-17010,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae,g__Pleomorphomonas,s__Pleomorphomonas koreensis
OTU-04508,d__Bacteria,p__Armatimonadetes,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,,
OTU-00941,d__Archaea,p__Thermoplasmataeota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SG8-52-3,s__
OTU-16771,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,,
OTU-05182,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,,
OTU-20360,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii
OTU-05178,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__GWF2-35-48,g__GWF2-35-48,s__
OTU-20547,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea,
OTU-09804,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Eggerthia,s__Eggerthia catenaformis
OTU-09484,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_U,s__Bacillus_U sporothermodurans
OTU-15688,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Yanofskybacterales,f__GWA2-44-9,g__2-01-FULL-44-22,s__
OTU-09517,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G,g__Bacillus_A,
OTU-03231,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis,
OTU-03663,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__
OTU-02878,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__Mycobacterium yongonense
OTU-19830,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,,
OTU-19725,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Neisseriaceae,g__Bergeriella,
OTU-09223,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,,
OTU-16234,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__Komagataeibacter medellinensis
OTU-16203,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Asaia,s__Asaia bogorensis
OTU-11418,d__Bacteria,p__Firmicutes,c__Clostridia,o__4C28d-15,f__CAG-727,,
OTU-21681,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__IMCC2047,,
OTU-03227,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Allokutzneria,
OTU-19350,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Polaromonas,s__Polaromonas glacialis
OTU-12321,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,
OTU-05113,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Azobacteroides,s__Azobacteroides pseudotrichonymphae
OTU-02032,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__AcMicro-1,
OTU-21155,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Immundisolibacterales,,,
OTU-22477,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Oceanobacter,
OTU-03179,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,g__Salinispora,
OTU-04854,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-14402,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__GWC2-71-9,
OTU-13541,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,,
OTU-00787,d__Archaea,p__Microarchaeota,c__Micrarchaeia,o__UBA10214,,,
OTU-12468,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,
OTU-04512,d__Bacteria,p__Armatimonadetes,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__Fimbriimonas,
OTU-17899,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__Paracoccus pantotrophus
OTU-09911,d__Bacteria,p__Firmicutes,c__Bacilli,o__Haloplasmatales,f__Turicibacteraceae,g__Turicibacter,
OTU-18662,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__Thalassobaculaceae,,
OTU-12614,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,,,
OTU-20341,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buttiauxella,
OTU-22071,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_C,s__
OTU-18338,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Erythrobacter_B,s__Erythrobacter_B atlanticus
OTU-05550,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,
OTU-19297,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Paraburkholderia_A,s__Paraburkholderia_A terrae
OTU-15122,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Gottesmanbacterales_A,f__UBA927,,
OTU-16135,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
OTU-09710,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus_B,s__Lysinibacillus_B odysseyi
OTU-21214,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Tatlockia,s__Tatlockia maceachernii
OTU-03664,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__
OTU-02111,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Frigoribacterium,s__Frigoribacterium sp1
OTU-21419,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Cellvibrio,s__Cellvibrio mixtus
OTU-00278,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermocladiaceae,g__Vulcanisaeta,s__Vulcanisaeta distributa_A
OTU-18210,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Ac37b,g__Ac37b,s__
OTU-03199,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Actinoalloteichus,s__Actinoalloteichus cyanogriseus
OTU-11658,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium botulinum
OTU-00626,d__Archaea,p__Halobacteraeota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Tc-Br11-E2g1,s__
OTU-07319,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,
OTU-06079,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter swuensis
OTU-21324,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrococcales,f__Nitrococcaceae,g__Nitrococcus,s__Nitrococcus mobilis
OTU-23681,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,,,
OTU-17281,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Pararhizobium,
OTU-02034,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Agreia,
OTU-10878,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-288,,
OTU-11832,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
OTU-21803,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter seohaensis
OTU-04212,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-12298,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__Eubacterium_G ventriosum
OTU-23162,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae_D,g__Spirochaeta_B,s__Spirochaeta_B africana
OTU-14487,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,f__AAA160-C11,g__AAA160-C11,
OTU-10433,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-02196,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__
OTU-19567,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__Variovorax paradoxus_D
OTU-23705,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,,
OTU-10634,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Entomoplasma,s__Entomoplasma lucivorax
OTU-05167,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__F082,g__F082,s__F082 sp1
OTU-19957,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Wohlfahrtiimonadaceae,g__Wohlfahrtiimonas,s__Wohlfahrtiimonas chitiniclastica
OTU-13830,d__Bacteria,p__Firmicutes,c__Desulfitobacteriia,,,,
OTU-20662,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Serratia,
OTU-11833,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
OTU-02293,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Yonghaparkia,
OTU-12833,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,g__CAG-177,
OTU-11452,d__Bacteria,p__Firmicutes,c__Clostridia,o__4C28d-15,f__CAG-917,g__CAG-475,
OTU-11353,d__Bacteria,p__Firmicutes,c__Clostridia,o__4C28d-15,,,
OTU-05619,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__RC9,
OTU-10011,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Marinilactibacillus,s__Marinilactibacillus psychrotolerans
OTU-19540,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,
OTU-23012,d__Bacteria,p__RBG-13-61-14,c__RBG-13-61-14,o__RBG-13-61-14,f__RBG-13-61-14,g__RBG-13-61-14,s__
OTU-04855,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-04568,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,,,
OTU-04856,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-14115,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Sporomusales,f__Sporomusaceae,g__Sporomusa,s__Sporomusa acidovorans
OTU-06113,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter,s__
OTU-07086,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium contaminans
OTU-12615,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,,,
OTU-02350,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Glutamicibacter,s__Glutamicibacter mysorens
OTU-06440,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Dokdonia,
OTU-21926,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,,
OTU-18046,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ruegeria_B,s__Ruegeria_B marina
OTU-01479,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__BACL19,s__BACL19 sp1
OTU-06873,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,s__
OTU-06094,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Rufibacter,s__Rufibacter roseus
OTU-16772,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__51-20,
OTU-13264,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__D5,
OTU-16653,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter,
OTU-10526,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus agalactiae
OTU-03961,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces_E,
OTU-11291,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Thermicanales,f__Thermicanaceae,g__Hydrogenibacillus,s__Hydrogenibacillus schlegelii
OTU-16368,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__Caulobacter henricii_C
OTU-22963,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas campestris
OTU-20584,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pectobacterium,s__Pectobacterium carotovorum
OTU-17033,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,
OTU-14557,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__SCGC-AAA003-L08,,,
OTU-03185,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Micromonosporaceae,g__Stackebrandtia,s__Stackebrandtia nassauensis
OTU-09836,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,,
OTU-15296,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Azambacterales,f__UBA10092,g__2-02-FULL-45-18,s__2-02-FULL-45-18 sp1
OTU-03665,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__
OTU-10434,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-00252,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus_A,s__Sulfolobus_A solfataricus
OTU-16538,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,,
OTU-10732,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_H,s__Mycoplasma_H elephantis
