species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-12106	Lachnospiraceae sp.	66639	59	54.2372881356	250	0.553219586128	0.0340025669482
OTU-13300	Faecalibacterium sp.	33222	41	60.9756097561	122	0.541779543676	0.033299426967
OTU-04934	Prevotella sp.	127434	126	65.0793650794	452	0.520795078237	0.0320096575719
OTU-13412	Ruminococcus bicirculans	95007	99	58.5858585859	324	0.50329975686	0.0309343416371
OTU-12265	Dorea formicigenerans	43668	48	64.5833333333	147	0.494824585509	0.0304134316974
OTU-04911	Prevotella HGM04911	173910	156	66.6666666667	557	0.469639468691	0.0288654774272
OTU-19500	Sutterella HGM19500	31284	37	54.0540540541	99	0.468258534714	0.0287806010035
OTU-04372	Senegalimassilia HGM04372	130707	131	59.5419847328	393	0.44611229697	0.027419425531
OTU-08837	Elusimicrobiaceae HGM08837	78753	81	49.3827160494	235	0.435158025726	0.0267461425333
OTU-13242	Angelakisella HGM13242	40680	51	56.862745098	118	0.428982300885	0.0263665636054
OTU-05666	RC9 sp.	333243	249	68.6746987952	946	0.418562430419	0.0257261265132
OTU-11464	Clostridia sp.	176739	193	50.2590673575	496	0.410198088707	0.0252120285019
OTU-12850	DTU089 sp.	174831	180	55.5555555556	476	0.400684089206	0.0246272690084
OTU-12405	Lachnospira sp.	119586	118	49.1525423729	315	0.385346110749	0.0236845499644
OTU-13123	ER4 HGM13123	20784	27	44.4444444444	53	0.370429176289	0.0227677095717
OTU-12838	DTU089 sp.	9495	12	50.0	24	0.368509741969	0.0226497352707
OTU-11569	PeH17 sp.	317958	290	58.6206896552	789	0.365884802395	0.0224883984601
OTU-12490	Ruminococcus sp.	36915	38	42.1052631579	87	0.346227820669	0.0212802202721
OTU-23488	Victivallales HGM23488	250311	233	47.2103004292	565	0.333720851261	0.0205115036986
OTU-13127	ER4 sp.	102381	109	45.871559633	218	0.313993807445	0.0192990192803
OTU-13078	Oscillospiraceae sp.	15303	16	56.25	33	0.313010520813	0.0192385834781
OTU-13074	Oscillospiraceae sp.	102972	111	44.1441441441	218	0.312667521268	0.0192175016775
OTU-12281	Eubacterium sp.	130137	150	42.6666666667	277	0.310357546278	0.019075523553
OTU-12239	Coprococcus catus	118251	98	51.0204081633	248	0.308504790657	0.0189616475287
OTU-13384	Ruminococcus HGM13384	315846	275	50.1818181818	643	0.301317730793	0.0185199088587
OTU-12170	Lachnospiraceae sp.	173394	146	56.1643835616	347	0.295656135737	0.0181719299192
OTU-12403	Lachnospira pectinoschiza	109881	114	47.3684210526	219	0.291560870396	0.0179202223922
OTU-05233	Homeothermaceae sp.	305580	279	51.9713261649	604	0.291406505661	0.0179107346637
OTU-14087	Mitsuokella jalaludinii	22509	24	54.1666666667	43	0.27997689813	0.0172082360446
OTU-13119	ER4 HGM13119	34983	28	42.8571428571	64	0.272503787554	0.0167489158234
OTU-12009	Ruminococcus obeum	50979	50	44.0	95	0.272092430216	0.0167236325439
OTU-04748	Bacteroides sp.	147468	117	52.9914529915	273	0.271875932406	0.0167103259267
OTU-04993	Prevotella sp.	313410	238	51.6806722689	551	0.259404613765	0.0159438005583
OTU-08664	Desulfovibrionaceae HGM08664	285768	230	50.8695652174	496	0.255864897399	0.0157262387697
OTU-13420	Subdoligranulum sp.	153624	163	41.717791411	257	0.248099255325	0.0152489386683
OTU-12086	Butyrivibrio sp.	343518	293	46.4163822526	577	0.246516921966	0.0151516836229
OTU-12120	Lachnospiraceae sp.	295608	292	41.7808219178	430	0.213042272198	0.0130942293166
OTU-04317	Collinsella sp.	78426	69	46.3768115942	111	0.207176191569	0.0127336820686
OTU-04863	Prevotella HGM04863	278778	232	43.1034482759	383	0.20197433083	0.0124139598056
OTU-05669	RC9 sp.	353436	289	40.830449827	451	0.188928122772	0.0116120999763
OTU-12546	Shuttleworthia HGM12546	284325	209	44.019138756	357	0.18431372549	0.0113284850132
OTU-12374	KLE1615 sp.	194778	138	47.1014492754	245	0.182679768762	0.0112280570377
OTU-04061	Coriobacteriales HGM04061	215079	146	47.9452054795	248	0.170825603615	0.0104994638097
OTU-05075	Prevotellamassilia HGM05075	392037	279	40.1433691756	422	0.158745220477	0.00975696653247
OTU-11428	Clostridia HGM11428	532176	300	48.0	540	0.149347208442	0.00917933598325
OTU-04891	Prevotella HGM04891	298458	185	40.0	301	0.149116458597	0.00916515339237
OTU-04227	Collinsella HGM04227	2163	2	50.0	2	0.135922330097	0.00835420192048
