species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-05664	RC9 sp.	28386	33	69.696969697	159	0.820333967449	0.0486972958951
OTU-12143	Lachnospiraceae HGM12143	51237	49	87.7551020408	277	0.795030934676	0.0471952378031
OTU-13434	Gemmiger formicilis	17439	18	72.2222222222	93	0.782728367452	0.0464649233456
OTU-09870	Holdemanella sp.	393	1	100.0	2	0.763358778626	0.0453150909165
OTU-12115	Fusicatenibacter saccharivorans	52290	50	82.0	265	0.739606043221	0.0439050627692
OTU-04954	Prevotella sp.	373710	292	81.5068493151	1831	0.722905461454	0.0429136699899
OTU-13300	Faecalibacterium sp.	33222	41	63.4146341463	144	0.64162302089	0.0380885192388
OTU-12265	Dorea formicigenerans	43668	48	70.8333333333	185	0.619378034258	0.0367679952337
OTU-00344	Methanobrevibacter smithii	5529	14	42.8571428571	22	0.585639356122	0.0347651738738
OTU-12433	Oribacterium HGM12433	6486	7	57.1428571429	24	0.552112241751	0.0327749115247
OTU-12270	Dorea longicatena	38346	52	59.6153846154	143	0.540786522714	0.0321025854806
OTU-13278	Faecalibacterium HGM13278	41202	37	72.972972973	144	0.516212805204	0.0306438215621
OTU-08837	Elusimicrobiaceae HGM08837	78753	81	65.4320987654	262	0.484921209351	0.0287862657827
OTU-12485	Roseburia inulinivorans	576	2	50.0	2	0.484375	0.0287538412831
OTU-01807	Gardnerella vaginalis	173709	166	60.2409638554	557	0.467770812105	0.027768170711
OTU-13412	Ruminococcus bicirculans	95007	99	52.5252525253	297	0.462386982012	0.0274485716483
OTU-13180	Ruminiclostridium HGM13180	126627	108	67.5925925926	398	0.461662994464	0.0274055937427
OTU-12243	Coprococcus comes	16233	16	62.5	50	0.455307090495	0.0270282896829
OTU-04924	Prevotella sp.	208707	162	69.7530864198	641	0.454627779614	0.026987963908
OTU-04934	Prevotella sp.	127434	126	55.5555555556	388	0.450131048229	0.0267210254811
OTU-13242	Angelakisella HGM13242	40680	51	50.9803921569	117	0.423500491642	0.0251401618994
OTU-12106	Lachnospiraceae sp.	66639	59	47.4576271186	186	0.408904695449	0.0242737150201
OTU-04372	Senegalimassilia HGM04372	130707	131	45.8015267176	355	0.401493416573	0.0238337609835
OTU-04911	Prevotella HGM04911	173910	156	60.8974358974	469	0.399608993157	0.0237218963914
OTU-13078	Oscillospiraceae sp.	15303	16	43.75	41	0.39841861073	0.0236512319942
OTU-13282	Faecalibacterium HGM13282	13608	20	55.0	36	0.391019988242	0.0232120292758
OTU-10229	Lactobacillus oris	146982	187	43.8502673797	377	0.379651930168	0.0225371898692
OTU-12850	DTU089 sp.	174831	180	54.4444444444	441	0.372708501353	0.0221250087077
OTU-13119	ER4 HGM13119	34983	28	53.5714285714	86	0.366749564074	0.0217712696899
OTU-04986	Prevotella sp.	68169	51	66.6666666667	167	0.365767430944	0.0217129675477
OTU-12403	Lachnospira pectinoschiza	109881	114	55.2631578947	268	0.356449249643	0.0211598145027
OTU-13500	Mogibacterium sp.	47451	44	65.9090909091	113	0.351668036501	0.0208759884509
OTU-05666	RC9 sp.	333243	249	61.8473895582	777	0.344205279631	0.020432978538
OTU-12405	Lachnospira sp.	119586	118	50.8474576271	278	0.341678791832	0.0202829992261
OTU-11464	Clostridia sp.	176739	193	48.7046632124	400	0.33308437866	0.0197728110614
OTU-12239	Coprococcus catus	118251	98	55.1020408163	250	0.310390609805	0.0184256461008
OTU-11569	PeH17 sp.	317958	290	53.4482758621	664	0.307172645444	0.0182346188255
OTU-12848	DTU089 sp.	33702	47	40.4255319149	70	0.305797875497	0.0181530086746
OTU-14087	Mitsuokella jalaludinii	22509	24	45.8333333333	43	0.280954284953	0.0166782243455
OTU-23488	Victivallales HGM23488	250311	233	51.5021459227	473	0.279380450719	0.0165847971873
OTU-13123	ER4 HGM13123	20784	27	40.7407407407	39	0.279060816012	0.016565822786
OTU-04748	Bacteroides sp.	147468	117	53.8461538462	280	0.277531396642	0.016475032217
OTU-12170	Lachnospiraceae sp.	173394	146	52.7397260274	328	0.276237932108	0.0163982485806
OTU-12281	Eubacterium sp.	130137	150	41.3333333333	240	0.269216287451	0.0159814243101
OTU-08664	Desulfovibrionaceae HGM08664	285768	230	50.8695652174	473	0.243561210492	0.0144584679003
OTU-13384	Ruminococcus HGM13384	315846	275	46.5454545455	515	0.239654768463	0.0142265706842
OTU-08681	Desulfovibrio piger	76632	50	44.0	118	0.226563315586	0.0134494257898
OTU-12086	Butyrivibrio sp.	343518	293	47.0989761092	523	0.224748048137	0.0133416664874
OTU-12009	Ruminococcus obeum	50979	50	40.0	78	0.224739598658	0.0133411649029
OTU-13127	ER4 sp.	102381	109	41.2844036697	155	0.22192594329	0.013174138529
OTU-12152	Lachnospiraceae sp.	15096	16	43.75	23	0.217806041335	0.0129295697405
OTU-04317	Collinsella sp.	78426	69	42.0289855072	105	0.196924489328	0.0116899829902
OTU-04993	Prevotella sp.	313410	238	44.5378151261	417	0.196190293864	0.0116463991145
OTU-05233	Homeothermaceae sp.	305580	279	40.5017921147	399	0.192921657177	0.0114523637895
OTU-12374	KLE1615 sp.	194778	138	43.4782608696	229	0.172652969021	0.0102491583345
OTU-12546	Shuttleworthia HGM12546	284325	209	43.5406698565	317	0.162803130221	0.00966444462816
