species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-12088	Lachnospiraceae HGM12088	99510	97	55.6701030928	262	0.385056778213	0.0188551800215
OTU-13127	ER4 sp.	102381	109	50.4587155963	266	0.381936101425	0.0187023689922
OTU-20919	Succinivibrio sp.	89358	103	45.6310679612	234	0.381812484612	0.0186963158141
OTU-20414	Enterobacter aerogenes	230433	276	43.8405797101	581	0.370433054293	0.0181390961536
OTU-04351	Eggerthellaceae sp.	15378	20	40.0	38	0.360319937573	0.0176438844157
OTU-12170	Lachnospiraceae sp.	173394	146	65.7534246575	426	0.36014510306	0.0176353232465
OTU-12265	Dorea formicigenerans	43668	48	43.75	107	0.354012091234	0.0173350063878
OTU-12290	Eubacterium sp.	195324	202	51.9801980198	446	0.332575617948	0.0162853207682
OTU-12282	Eubacterium sp.	40116	45	44.4444444444	91	0.332311297238	0.0162723777041
OTU-11437	Clostridia HGM11437	32475	32	59.375	69	0.316581986143	0.0155021562482
OTU-12641	Butyricicoccus HGM12641	100359	99	44.4444444444	214	0.312976414671	0.015325601249
OTU-04378	Slackia HGM04378	200769	158	53.7974683544	393	0.288993818767	0.0141512389504
OTU-05702	Parabacteroides sp.	170775	132	43.1818181818	307	0.264014053579	0.0129280479921
OTU-12243	Coprococcus comes	16233	16	43.75	29	0.261873960451	0.0128232534697
OTU-13368	Ruminococcus HGM13368	326283	239	58.1589958159	579	0.259995157578	0.0127312536182
OTU-05704	Parabacteroides distasonis	353586	283	48.7632508834	626	0.258972357503	0.0126811698887
OTU-08668	Bilophila wadsworthia	53298	52	40.3846153846	92	0.256257270442	0.0125482194819
OTU-12635	Butyricicoccaceae sp.	192471	198	40.9090909091	320	0.244395259546	0.011967369167
OTU-12239	Coprococcus catus	118251	98	50.0	185	0.231499099373	0.0113358793832
OTU-12316	Eubacterium HGM12316	214083	181	46.9613259669	328	0.224361579387	0.0109863745001
OTU-12374	KLE1615 sp.	194778	138	47.1014492754	273	0.206424750228	0.0101080569066
OTU-13151	NK3B98 HGM13151	56415	50	44.0	78	0.200620402375	0.00982383382608
OTU-13390	Ruminococcus callidus	83739	82	40.243902439	113	0.198223050192	0.00970644202945
OTU-12585	UBA7182 HGM12585	246018	155	47.0967741935	247	0.148192408686	0.00725657799494
OTU-12819	DTU089 HGM12819	529407	299	41.8060200669	525	0.143942184369	0.00704845610445
OTU-11503	Clostridia HGM11503	333543	167	50.2994011976	280	0.124019991425	0.00607292066235
