species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-12036	Blautia sp.	78939	83	68.6746987952	315	0.58782097569	0.0196945854504
OTU-12111	Lachnospiraceae sp.	121890	117	67.5213675214	460	0.554155386004	0.0185666402763
OTU-13061	Oscillospiraceae HGM13061	16224	18	66.6666666667	62	0.552453155819	0.0185096080858
OTU-12134	Lachnospiraceae sp.	415725	300	82.0	1548	0.546426123038	0.0183076760061
OTU-11980	Bacteroides pectinophilus	412965	299	78.2608695652	1530	0.544327001078	0.0182373461973
OTU-11593	Christensenellales HGM11593	76590	84	69.0476190476	275	0.531805718762	0.0178178282238
OTU-13213	Ruminococcaceae HGM13213	228822	195	70.7692307692	792	0.507285138667	0.0169962810522
OTU-23550	Opitutales HGM23550	34215	34	55.8823529412	116	0.496332018121	0.0166293033881
OTU-12044	Blautia sp.	21759	12	83.3333333333	74	0.49335906981	0.0165296965572
OTU-12471	Roseburia HGM12471	503556	244	93.4426229508	1665	0.486468237892	0.0162988234111
OTU-12642	Butyricicoccus HGM12642	38604	50	66.0	126	0.484172624598	0.0162219102793
OTU-13674	TANB77 HGM13674	71934	98	48.9795918367	238	0.471960408152	0.0158127473703
OTU-19500	Sutterella HGM19500	31284	37	43.2432432432	100	0.471806674338	0.0158075966121
OTU-11342	Clostridia HGM11342	429204	282	65.6028368794	1367	0.464061378738	0.0155480951783
OTU-12397	Lachnospira sp.	126978	130	62.3076923077	375	0.435461261006	0.0145898655712
OTU-13127	ER4 sp.	102381	109	56.880733945	297	0.426309569158	0.0142832436836
OTU-13282	Faecalibacterium HGM13282	13608	20	40.0	39	0.422178130511	0.0141448223363
OTU-12034	Blautia sp.	6411	6	66.6666666667	18	0.407580720636	0.0136557449674
OTU-12536	Ruminococcus lactaris	130053	126	57.9365079365	361	0.40736468978	0.0136485069845
OTU-13413	Ruminococcus champanellensis	382221	296	67.5675675676	1033	0.399146043781	0.0133731462325
OTU-12881	DTU089 sp.	335730	297	58.9225589226	908	0.398212849611	0.0133418801276
OTU-12663	Oscillospirales HGM12663	323046	173	85.549132948	863	0.394358698142	0.013212749119
OTU-12039	Blautia sp.	63324	71	46.4788732394	171	0.39419493399	0.0132072623004
OTU-12127	Lachnospiraceae sp.	199071	187	56.1497326203	530	0.390820360575	0.0130941992638
OTU-13068	Oscillospiraceae sp.	278796	186	61.8279569892	728	0.387111005897	0.0129699195839
OTU-13078	Oscillospiraceae sp.	15303	16	68.75	39	0.364111612102	0.0121993388372
OTU-13194	Ruminococcaceae HGM13194	241824	160	67.5	555	0.339722277359	0.0113821889615
OTU-11953	Agathobacter sp.	118710	119	47.8991596639	272	0.334664307977	0.0112127247636
OTU-13346	Ruminiclostridium HGM13346	99366	106	43.3962264151	223	0.329086407826	0.0110258406003
OTU-12559	Lachnospiraceae sp.	279789	243	53.9094650206	623	0.326496038086	0.0109390518325
OTU-12887	DTU089 sp.	154938	167	53.2934131737	345	0.326053001846	0.0109242081719
OTU-13040	Oscillospiraceae sp.	3723	3	66.6666666667	8	0.322320709106	0.0107991599661
OTU-13420	Subdoligranulum sp.	153624	163	45.3987730061	337	0.321531791908	0.0107727277737
OTU-23466	UBA1784 HGM23466	331947	271	56.8265682657	717	0.318180311917	0.0106604384683
OTU-04757	Bacteroides plebeius	32991	33	57.5757575758	72	0.317995817041	0.0106542570793
OTU-10309	Weissella confusa	281895	289	46.7128027682	605	0.315120878341	0.0105579340009
OTU-13296	Faecalibacterium sp.	27264	33	42.4242424242	57	0.310189260563	0.0103927031369
OTU-12132	Lachnospiraceae sp.	284919	258	54.6511627907	600	0.308968513858	0.0103518027585
OTU-14182	Veillonella atypica	76371	94	41.4893617021	163	0.308480967907	0.010335467827
OTU-12635	Butyricicoccaceae sp.	192471	198	51.0101010101	402	0.307500870261	0.0103026302495
OTU-11532	UBA1381 sp.	261453	250	49.2	545	0.303377662524	0.0101644846738
OTU-13128	ER4 sp.	16134	21	42.8571428571	32	0.292239990083	0.00979132371037
OTU-13687	TANB77 HGM13687	209460	243	41.975308642	423	0.291945956268	0.00978147228566
OTU-23480	UBA1784 HGM23480	448584	297	57.2390572391	882	0.28935048954	0.00969451274632
OTU-11862	Lachnospiraceae HGM11862	257031	165	67.8787878788	503	0.288863989169	0.00967821284628
OTU-11840	Lachnospiraceae HGM11840	234798	219	50.6849315068	457	0.285283520303	0.00955825140742
OTU-13086	Oscillospiraceae HGM13086	53703	34	52.9411764706	104	0.284807180232	0.00954229192212
OTU-11569	PeH17 sp.	317958	290	48.9655172414	594	0.275423169098	0.0092278863177
OTU-23479	UBA1784 HGM23479	247635	167	62.874251497	454	0.271015809558	0.0090802204081
OTU-11539	Christensenellales HGM11539	207327	158	55.6962025316	375	0.267495309342	0.0089622681825
OTU-12288	Eubacterium sp.	357258	296	51.0135135135	642	0.264192824233	0.00885162042091
OTU-05333	Odoribacter splanchnicus	155340	145	44.8275862069	266	0.252755246556	0.00846841131434
OTU-12585	UBA7182 HGM12585	246018	155	64.5161290323	404	0.2428399548	0.00813620547476
OTU-11565	Christensenellales sp.	289062	267	43.4456928839	472	0.241238903765	0.00808256323039
OTU-12296	Eubacterium sp.	221727	191	47.6439790576	364	0.241202018699	0.00808132741861
OTU-12345	Lachnospiraceae sp.	279498	208	50.0	457	0.239146612856	0.00801246229185
OTU-13180	Ruminiclostridium HGM13180	126627	108	48.1481481481	199	0.232651804118	0.00779485766226
OTU-11350	Clostridia HGM11350	439536	260	59.2307692308	699	0.232556605147	0.00779166807846
OTU-13621	TANB77 HGM13621	449913	287	54.0069686411	722	0.232396041012	0.00778628847446
OTU-13383	Ruminococcus sp.	444147	300	58.0	681	0.224713889771	0.00752890265407
OTU-12265	Dorea formicigenerans	43668	48	41.6666666667	66	0.221901621325	0.00743467930459
OTU-13618	TANB77 HGM13618	381048	245	57.9591836735	569	0.216956918813	0.00726901004446
OTU-12556	Lachnospiraceae sp.	225399	199	40.2010050251	319	0.207312366071	0.0069458751514
OTU-13169	Oscillibacter sp.	5862	7	42.8571428571	8	0.204708290686	0.00685862718422
OTU-05577	Alistipes putredinis	143196	138	42.0289855072	197	0.203057347971	0.00680331334936
OTU-13071	Oscillospiraceae HGM13071	96066	97	41.2371134021	126	0.194158182916	0.00650515221892
OTU-05088	Barnesiella intestinihominis	353226	286	42.3076923077	462	0.191387383715	0.00641231827136
OTU-12316	Eubacterium HGM12316	214083	181	40.8839779006	268	0.182583390554	0.00611734581754
OTU-11590	Christensenellales HGM11590	486372	299	44.4816053512	548	0.16647956708	0.00557779697427
OTU-11780	Lachnospirales HGM11780	618204	298	51.677852349	690	0.164667326643	0.005517078957
OTU-23467	UBA1784 sp.	398001	208	49.0384615385	384	0.142281049545	0.00476704031351
OTU-12117	Lachnospiraceae sp.	690468	291	53.264604811	577	0.122085310253	0.0040903943113
OTU-01737	Gardnerella vaginalis	550764	300	43.0	449	0.11964108039	0.00400850187144
