species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-04065	Atopobiaceae HGM04065	60114	56	67.8571428571	432	1.06131683135	0.0439838010237
OTU-16782	RF32 sp.	249285	261	80.8429118774	1715	1.01409631546	0.0420268568635
OTU-12270	Dorea longicatena	38346	52	71.1538461538	236	0.905127001513	0.0375108777695
OTU-12037	Blautia sp.	58497	47	87.2340425532	300	0.751149631605	0.0311296447578
OTU-13072	Oscillospiraceae HGM13072	116748	111	71.1711711712	579	0.736398053928	0.0305183000225
OTU-05292	UBA7173 HGM05292	251682	214	72.8971962617	1218	0.714123377913	0.0295951780209
OTU-12876	DTU089 sp.	132603	155	60.0	621	0.688581706296	0.0285366630054
OTU-16785	RF32 HGM16785	508860	293	92.8327645051	2268	0.653889085407	0.0270989082378
OTU-19512	Sutterella sp.	290154	274	75.9124087591	1232	0.627098023808	0.0259886151681
OTU-11449	Clostridia sp.	318351	298	69.1275167785	1339	0.618477717991	0.0256313666966
OTU-12282	Eubacterium sp.	40116	45	77.7777777778	168	0.617509223253	0.0255912296907
OTU-12731	DTU089 HGM12731	148416	159	60.3773584906	560	0.551867723157	0.022870870799
OTU-05704	Parabacteroides distasonis	353586	283	71.7314487633	1322	0.549693709593	0.0227807738768
OTU-13309	Faecalibacterium sp.	52164	54	66.6666666667	190	0.538072233724	0.0222991489114
OTU-05233	Homeothermaceae sp.	305580	279	68.458781362	1103	0.531854178938	0.0220414561316
OTU-12850	DTU089 sp.	174831	180	62.2222222222	629	0.528327356132	0.0218952951852
OTU-11593	Christensenellales HGM11593	76590	84	53.5714285714	270	0.523423423423	0.0216920631303
OTU-12036	Blautia sp.	78939	83	67.4698795181	270	0.504186777132	0.0208948451857
OTU-12490	Ruminococcus sp.	36915	38	71.0526315789	127	0.5027495598	0.020835283065
OTU-04255	Collinsella HGM04255	18132	22	40.9090909091	58	0.475016545334	0.0196859529555
OTU-19500	Sutterella HGM19500	31284	37	48.6486486486	98	0.465509525636	0.019291956695
OTU-12642	Butyricicoccus HGM12642	38604	50	58.0	120	0.456429385556	0.0189156514648
OTU-12044	Blautia sp.	21759	12	75.0	66	0.448779815249	0.0185986328627
OTU-12134	Lachnospiraceae sp.	415725	300	73.0	1209	0.425389379999	0.0176292708216
OTU-12111	Lachnospiraceae sp.	121890	117	64.9572649573	345	0.417138403479	0.0172873283415
OTU-12239	Coprococcus catus	118251	98	60.2040816327	312	0.387049580976	0.0160403672617
OTU-13078	Oscillospiraceae sp.	15303	16	62.5	40	0.384369077959	0.0159292800652
OTU-11980	Bacteroides pectinophilus	412965	299	68.2274247492	1047	0.372847577882	0.0154517983634
OTU-13213	Ruminococcaceae HGM13213	228822	195	61.5384615385	566	0.361062310442	0.0149633854382
OTU-13127	ER4 sp.	102381	109	48.623853211	241	0.348551000674	0.014444883382
OTU-12127	Lachnospiraceae sp.	199071	187	56.6844919786	464	0.342305006756	0.0141860327301
OTU-12471	Roseburia HGM12471	503556	244	86.4754098361	1135	0.333402839009	0.0138171031482
OTU-13346	Ruminiclostridium HGM13346	99366	106	44.3396226415	220	0.32553388483	0.0134909926931
OTU-23550	Opitutales HGM23550	34215	34	47.0588235294	75	0.324272979687	0.0134387374199
OTU-13068	Oscillospiraceae sp.	278796	186	61.8279569892	589	0.312109929841	0.012934668184
OTU-12536	Ruminococcus lactaris	130053	126	46.8253968254	273	0.309658370049	0.0128330690056
OTU-12039	Blautia sp.	63324	71	40.8450704225	130	0.302791990399	0.0125485079138
OTU-13413	Ruminococcus champanellensis	382221	296	56.7567567568	780	0.301739046259	0.0125048710994
OTU-12397	Lachnospira sp.	126978	130	49.2307692308	255	0.294279323977	0.012195720306
OTU-12887	DTU089 sp.	154938	167	40.119760479	308	0.291677961507	0.0120879129049
OTU-12663	Oscillospirales HGM12663	323046	173	78.612716763	609	0.278861214812	0.0115567527275
OTU-10309	Weissella confusa	281895	289	46.7128027682	532	0.277780733961	0.0115119747184
OTU-01737	Gardnerella vaginalis	550764	300	69.0	1000	0.267927823896	0.0111036438383
OTU-13194	Ruminococcaceae HGM13194	241824	160	61.25	433	0.265627067619	0.0110082943599
OTU-12881	DTU089 sp.	335730	297	46.4646464646	605	0.265174396092	0.0109895344441
OTU-11862	Lachnospiraceae HGM11862	257031	165	61.2121212121	456	0.261956728955	0.0108561857334
OTU-04757	Bacteroides plebeius	32991	33	45.4545454545	58	0.259828438059	0.0107679836805
OTU-13420	Subdoligranulum sp.	153624	163	41.1042944785	264	0.254550070302	0.0105492340383
OTU-11342	Clostridia HGM11342	429204	282	49.2907801418	745	0.252975275161	0.0104839703262
OTU-12635	Butyricicoccaceae sp.	192471	198	43.4343434343	320	0.245049903622	0.0101555217852
OTU-13040	Oscillospiraceae sp.	3723	3	66.6666666667	6	0.241203330647	0.00999610953866
OTU-13180	Ruminiclostridium HGM13180	126627	108	47.2222222222	201	0.234499751238	0.00971829532317
OTU-11840	Lachnospiraceae HGM11840	234798	219	43.8356164384	365	0.229797528088	0.00952342265057
OTU-12559	Lachnospiraceae sp.	279789	243	46.5020576132	432	0.226163287334	0.0093728100178
OTU-20800	Haemophilus parainfluenzae	1353	1	100.0	2	0.221729490022	0.00918906162806
OTU-23466	UBA1784 HGM23466	331947	271	44.6494464945	498	0.221478127532	0.00917864449587
OTU-11539	Christensenellales HGM11539	207327	158	54.4303797468	307	0.218987396721	0.00907542196592
OTU-12585	UBA7182 HGM12585	246018	155	56.1290322581	363	0.216748368006	0.00898263064235
OTU-12288	Eubacterium sp.	357258	296	47.6351351351	516	0.213025320637	0.0088283376265
OTU-12034	Blautia sp.	6411	6	50.0	9	0.209639681797	0.0086880277203
OTU-12296	Eubacterium sp.	221727	191	42.4083769634	316	0.209559503353	0.00868470491168
OTU-11569	PeH17 sp.	317958	290	42.7586206897	447	0.208395448455	0.00863646337108
OTU-13618	TANB77 HGM13618	381048	245	56.3265306122	527	0.203638386765	0.00843931804306
OTU-23479	UBA1784 HGM23479	247635	167	49.7005988024	329	0.195594322289	0.00810595055007
OTU-13621	TANB77 HGM13621	449913	287	41.1149825784	550	0.178774563082	0.00740889485439
OTU-23480	UBA1784 HGM23480	448584	297	43.4343434343	528	0.173849267919	0.00720477748241
OTU-12345	Lachnospiraceae sp.	279498	208	42.7884615385	329	0.17285991313	0.00716377598043
OTU-13383	Ruminococcus sp.	444147	300	44.6666666667	511	0.168604088286	0.0069874032446
OTU-13699	TANB77 sp.	379080	276	41.3043478261	419	0.162920755513	0.00675187077169
OTU-11350	Clostridia HGM11350	439536	260	44.6153846154	464	0.154326380547	0.00639569694378
OTU-23467	UBA1784 sp.	398001	208	41.8269230769	320	0.118841409946	0.00492510509023
